@relation hbase-0-train4

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data

1,1,1,0,1,1,676,1,1,3.02,1,0,0,0,-1
1,2,13,3.08684,166,166,474.54,0,2,13.77,0.15,1,0.96,1,-1
1,2,17,3.44,402,402,454.76,0,2,6.16,0.18,2,1.95,2,-1
3,4,37,4.01134,3700,1264,246.16,0,2,10.59,0.14,4,3.78,5,1
1,2,11,2.63403,457,273,635.55,0,1,6.4,0.45,5,4.73,5,-1
2,2,5,1.60132,32,17,147.6,0,2,7.69,1.4,2,1.98,2,-1
2,3,7,1.42832,469,133,198.14,0,2,2.73,1.71,6,5.97,10,-1
2,2,16,3.56073,181,139,564.38,0,2,5.71,0.88,7,6.95,12,1
2,2,5,1.94225,180,78,579.8,0,2,0.21,2.8,8,7.95,14,-1
2,2,2,0.811278,4,0,112.5,0,2,8.85,4.5,9,8.93,8,-1
3,4,4,0.823859,56,21,502.25,0,2,2.08,4,11,10.92,17,-1
1,2,24,2.68346,1901,616,384.38,0,3,8.36,0.63,12,11.77,9,1
3,3,4,1.66717,60,81,627,0,2,0.92,5.25,17,16.5,28,-1
2,2,5,1.16536,700,418,94.4,0,2,15.3,3.6,20,19.21,32,1
2,3,12,3.10072,1999,0,2.75,0,1,0.12,1.5,22,21.08,36,1
4,5,16,3.36112,376,134,367.5,0,2,4.28,1.75,23,22.05,44,1
2,3,7,1.95225,422,55,271.29,0,2,8.8,4.14,24,23.04,40,-1
1,3,8,3,0,8,226.88,0,1,6.54,0.5,9,8.1,9,-1
2,4,8,2.3976,141,86,262.75,0,2,8.72,2.25,10,9.08,12,1
3,3,8,2.09513,170,49,896.88,0,2,7.68,3.88,25,23.37,47,-1
2,2,3,1.20348,24,44,48,0,3,4.3,8.33,26,24.24,44,-1
3,7,23,3.67977,1420,53,277.7,0,3,6.7,1.61,27,25.08,49,1
2,2,6,1.56955,57,39,297.83,0,4,7.31,6.33,28,25.83,48,-1
2,4,12,3.01512,1155,86,398.08,0,3,2.17,3.17,3,2.95,6,1
2,3,18,3.21196,553,244,634,0,4,7.99,2.39,30,27.43,52,1
4,7,32,3.86477,4543,14,15.53,0,3,2.57,1.22,6,5.87,11,-1
1,1,3,1.58496,54,0,82.33,0,2,22.89,1.67,11,9.57,11,-1
2,2,5,1.90647,446,269,1113,0,3,0.05,9,33,30.22,58,1
2,3,6,1.80955,220,136,796.67,0,3,1.89,7.67,7,6.81,12,1
1,1,1,0,28,0,0,0,0,0,0,8,7.81,7,-1
2,4,14,2.18624,1346,1074,732.14,0,3,9.22,4,37,33.11,66,1
2,3,14,2.29415,2490,1500,404.36,0,3,6.09,4.21,39,34.57,70,1
2,3,4,1.2595,169,19,425.5,0,3,0.62,13,41,36.47,74,-1
2,3,23,1.42908,1435,711,574.91,0,4,3.76,2.91,43,37.74,78,1
2,4,21,3.38349,453,595,634.1,0,3,6.06,3.14,44,38.44,80,1
1,1,1,0,1,0,95,0,3,0.9,57,46,40.35,41,-1
1,1,2,0.967295,19,14,183.5,0,1,14.44,1.5,12,9.75,12,-1
2,4,7,1.96473,257,171,981.57,0,3,1.81,10.29,20,18.5,37,-1
2,3,4,0.779176,107,90,471.75,0,3,7.45,18.75,21,19.34,39,1
2,4,15,3.11385,62,58,723.73,0,3,5.71,5.2,51,44.53,92,1
2,2,7,1.28721,115,111,1218.71,0,3,3.28,11.29,23,21.19,43,-1
2,2,2,0.591673,7,0,86,0,3,4.11,39,28,25.83,28,-1
2,5,17,1.85576,51,365,511.29,0,3,9.02,5.29,57,49.65,103,1
2,3,5,1.17067,275,151,473,0,3,8.35,18.6,30,27.41,55,-1
3,3,3,0.533998,86,34,79.67,0,3,36.84,28.33,31,28.41,61,-1
2,4,9,2.03009,530,308,760.33,0,3,5.15,11.11,63,54.64,115,1
2,4,21,3.4827,1198,496,413.76,0,3,13.21,4.9,33,30.03,60,1
2,3,4,1.39693,62,28,1170.25,0,3,2.43,25.5,65,56.13,119,-1
2,2,5,1.99652,7,37,145.2,0,3,13.1,19,66,57.03,121,-1
2,6,34,3.42773,3105,1304,144.29,0,3,20.53,3,38,34.81,67,-1
1,3,5,2.30906,337,0,0,0,0,0,0,41,37.58,37,1
2,4,7,1.41565,517,435,580.43,0,3,3.57,14.29,43,39.44,76,-1
1,1,1,0,147,0,0,0,0,0,0,44,40.44,40,-1
2,5,13,2.92209,110,50,610.92,0,3,8.64,8.69,68,57.98,125,1
2,2,7,2.09645,52,45,88,0,3,1.61,15.14,46,41.99,45,-1
1,1,2,0.503258,5,4,141.5,0,3,15.28,53.5,47,42.95,40,-1
2,3,6,2.00154,37,18,336.33,0,3,8.93,18.5,49,44.6,82,-1
2,3,8,1.70755,366,156,429.13,0,3,5.54,14.5,69,58.34,127,-1
2,3,3,1.22439,9,0,139,0,3,35.4,36,50,45.48,84,-1
2,3,4,1.17237,487,249,645,0,3,1.9,30.25,72,60.5,133,1
2,2,2,0.918296,2,1,182.5,0,3,38.86,58.5,73,61.38,135,-1
2,2,2,0.391244,9,4,290.5,0,3,13.66,58,76,63.89,141,-1
2,2,3,1.07921,81,52,1535.67,0,3,0.47,42,77,64.85,143,1
2,13,20,3.67572,1303,0,4.8,0,3,0,0.65,55,49.26,93,1
2,3,3,0.621904,18,8,132.67,0,3,2.54,40,56,49.95,95,-1
2,3,3,0.641467,108,92,320.67,0,3,6.37,42.67,59,52.57,101,1
2,7,10,2.8493,35,23,83.7,0,3,7.03,12.5,60,53.54,103,-1
1,2,3,1.33029,32,34,788.33,0,3,4.38,22,61,54.53,53,-1
1,1,1,0,1,1,220,0,3,0.01,128,79,65.14,73,-1
2,2,3,0.737263,30,13,332,0,3,5.39,44.67,67,59.81,114,-1
