@relation hbase-1-train1

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data

1,2,25,3.76301,1568,1270,390.92,0,2,6.48,0.28,0,0,0,1
1,1,1,0,6,0,0,0,0,0,0,1,1,0,-1
2,2,2,0.309543,13,5,851.5,0,2,1.93,4.5,3,2.98,4,-1
1,1,1,0,1,1,378,1,1,27.1,4,6,5.58,6,-1
2,2,4,1.63965,76,74,924,0,2,3.14,2.5,4,3.98,6,-1
2,2,3,0.627481,455,340,962.33,0,2,0.45,3.67,5,4.97,8,-1
1,1,1,0,2,0,20,0,1,4.78,10,13,12.77,10,-1
2,3,11,2.33865,760,123,616.27,0,2,4.11,1.73,14,13.6,21,1
3,4,34,4.02321,2103,932,370.35,0,3,12.9,0.71,18,17.22,31,1
2,2,2,0.322757,11,6,566.5,1,2,0.17,11.5,19,18.22,30,-1
2,3,34,4.14055,830,871,413.97,0,3,13.03,0.94,7,6.14,8,1
2,2,3,1.52193,5,5,557.67,0,2,3.58,10.33,0,0,0,-1
2,2,3,0.892943,19,2,574.67,0,3,6,11.33,1,1,2,-1
3,3,6,1.78304,88,80,710.17,0,3,7.36,5.83,2,1.98,4,-1
2,3,3,0.944641,164,0,17.33,0,3,0.01,10,4,3.95,8,-1
2,4,7,1.03811,257,5,356.71,0,3,12.42,5.71,29,26.63,50,1
1,1,1,0,0,0,0,0,0,0,0,5,4.88,0,-1
2,2,4,1.30085,256,127,1042.5,0,3,1.1,10.5,31,28.32,54,1
2,4,5,1.79775,42,15,100.6,0,3,0.88,9.4,9,8.81,15,-1
2,3,3,0.787654,147,4,625,0,3,0.07,16.33,34,31.06,60,-1
2,2,3,1.13407,56,56,1305.33,0,3,0.44,17,36,32.81,64,-1
2,3,6,2.28176,731,0,11.83,0,3,0.45,7.5,13,12.53,23,1
2,3,3,0.966381,140,22,631,0,3,2.94,17.67,14,13.53,25,-1
2,4,5,1.51146,190,228,756.8,0,3,4.07,11.6,38,34.08,68,-1
2,10,55,5.09219,629,318,146.53,0,3,18.55,1.22,42,37.38,76,1
1,2,11,2.05976,254,425,768.64,0,3,6.08,4.45,45,39.35,41,1
2,2,4,1.72323,8,7,298.75,0,3,6.27,16.5,47,41.28,84,-1
3,6,19,2.86318,810,531,611.21,0,3,5.27,3.79,17,15.62,34,1
2,4,18,3.48319,137,106,139.56,0,3,31.92,3.33,18,16.62,33,-1
2,3,3,0.747585,26,14,519,0,3,10.51,24.67,49,42.75,88,-1
2,3,4,1.15541,101,29,927,0,3,5.35,19,50,43.56,90,1
1,1,1,0,2,2,104,0,3,40.79,5,13,10.6,3,-1
1,1,6,2.58496,6,6,91.33,0,3,41.17,1.17,14,11.59,1,-1
2,2,4,1.38729,16,14,1402.5,0,3,0.31,20.25,25,23.17,47,-1
2,3,5,1.48507,199,57,440.4,0,3,12.11,16.2,52,44.99,94,1
2,2,2,0.650022,2,4,178,0,3,3.18,38.5,26,23.92,25,-1
2,2,2,0.543564,7,1,266,0,3,3.74,41,54,46.78,98,-1
2,7,27,4.15592,235,101,392.96,0,4,17.91,3.48,58,50.5,105,-1
2,3,3,0.276122,75,1,308.33,1,3,2.86,27.67,59,51.04,107,1
2,2,18,3.34309,354,450,204.39,0,4,19.31,5.44,61,52.75,111,1
2,2,13,3.39642,37,78,210.77,0,4,9.23,7.54,62,53.64,113,-1
2,2,2,0.028125,1,703,430,0,3,13.38,50.5,64,55.29,117,-1
1,1,1,0,4,1,158,0,2,0.02,6,35,32.01,31,-1
1,1,1,0,6,2,161,0,2,0.03,7,36,33.01,32,-1
3,3,4,1.83659,5,4,646.5,0,3,6.7,25.25,37,34.01,70,-1
2,3,6,1.50036,72,53,871.5,0,3,10.06,17.67,39,35.66,69,1
3,4,12,1.89612,757,848,712.58,0,3,12.13,9.17,40,36.59,75,1
2,2,7,1.88124,147,69,1049.14,0,3,0.32,15.43,42,38.57,74,-1
2,3,6,1.6105,91,75,783.83,0,3,2.21,18.17,67,57.59,123,1
2,2,9,1.09338,44,298,122.44,0,3,39.88,11.67,45,41.17,43,-1
2,3,4,1.33879,155,335,690.25,0,3,0.85,29,70,59.22,129,1
2,4,9,1.01866,229,205,579.89,0,3,12.56,13.44,51,46.26,86,1
1,3,7,2.37756,1230,1,54,0,2,0.53,1.86,52,47.16,44,1
2,6,22,3.0809,719,498,514.64,0,3,11.33,5.5,53,48.14,89,-1
2,5,8,2.18849,148,102,675.25,0,3,9.8,15.13,71,59.54,131,1
2,4,10,2.61756,111,56,594.7,0,3,11.29,12.5,75,62.94,139,1
4,9,44,4.61317,847,508,343.34,0,3,14.61,3.05,54,48.26,104,1
3,5,8,2.82189,17,19,98.38,0,3,10.99,15.38,57,50.89,105,-1
2,3,7,1.83264,200,172,575.14,0,3,7.05,18.71,58,51.79,99,-1
2,3,4,1.52953,75,136,866.75,0,3,8.41,33.5,62,55.42,106,1
2,2,4,1.51973,25,9,220.5,0,3,3.79,31.75,65,57.98,111,-1
3,4,16,2.21395,397,287,488.13,0,3,13.07,9.13,68,59.54,123,1
1,1,2,0.286397,20,0,175,0,3,10.77,68,69,60.39,57,-1
2,5,5,1.13289,248,56,160.6,0,3,37,28.4,83,66.84,153,-1
2,3,3,0.570858,25,13,1125.67,0,3,4.96,49,84,67.71,155,-1
2,2,2,0.439497,25,19,1665,0,3,0.91,74.5,86,69.38,159,-1
2,3,4,1.70797,20,8,259.5,0,3,19.03,37.25,74,63.75,127,-1
2,5,32,2.93632,2081,2390,524.22,0,4,25.72,5.34,88,68.77,163,1
2,3,8,2.67436,76,17,153.5,0,3,17.84,19.38,82,68.53,141,-1
2,2,3,0.395846,102,85,1674.67,0,3,0.79,55.33,91,70.81,169,1
2,3,3,1.12142,28,5,163.33,0,3,7.12,53,85,71.46,145,-1
2,2,4,1.63728,76,55,1289,0,3,1.43,41.75,93,72.56,173,-1
2,8,39,4.47458,6054,548,121.18,0,3,10.84,4.15,86,72.26,147,-1
2,2,2,0.863121,6,1,1202.5,0,3,4.11,84,87,73.24,149,1
1,1,1,0,336,0,0,0,0,0,0,96,81.92,86,1
2,3,6,1.34286,231,174,848.5,0,3,2.93,29.17,101,86.32,175,-1
2,3,3,0.5934,66,6,230.33,0,3,1.14,59,102,87.29,177,-1
2,3,4,1.07118,143,1,110.25,0,3,17.59,44.5,104,89.12,181,-1
2,2,6,1.81278,37,44,281.83,0,3,3.27,30,105,89.99,183,1
2,2,5,0.885372,151,149,1573.2,0,3,4.52,38.6,106,90.92,185,1
2,2,2,0.811278,13,3,389,0,3,1.38,93,109,93.41,191,-1
2,2,6,1.82063,189,23,1181.67,0,3,2.21,33.17,110,94.4,193,1
2,3,5,1.67785,76,25,857,0,3,5.07,40.4,113,96.73,198,-1
1,1,1,0,6,6,1152,0,2,2.52,30,115,98.55,105,-1
2,4,8,1.02426,178,177,791,0,3,10.08,25.88,102,79.37,191,1
2,3,3,0.281993,52,22,167.33,0,3,8.81,65.67,118,101.19,206,-1
2,3,4,1.80512,44,7,219.5,0,3,2.78,49.5,119,102.08,208,-1
2,3,4,1.68456,68,38,323.75,0,3,3.63,50,104,81.05,195,-1
3,3,3,1.04344,42,6,745.33,0,3,15.54,70.67,120,102.82,220,-1
2,3,4,0.809562,63,42,735.25,0,3,17.04,53,107,83.86,201,-1
2,2,2,0.242292,13,12,271.5,0,3,12.74,104,108,84.31,203,-1
2,2,2,0.591673,8,6,273.5,0,3,3.76,103,121,102.84,212,-1
2,4,10,2.67817,138,34,1116.7,0,3,18.29,22.2,122,103.47,214,-1
1,2,2,0.879764,241,0,0,0,0,0,0,125,106.06,114,-1
2,2,3,1.1586,35,0,222.33,0,3,49,72,129,107.63,227,-1
2,4,4,1.01343,250,86,184.5,0,3,2.4,55.5,131,108.76,231,1
2,2,2,1,3,1,339.5,0,3,14.96,109,132,109.75,233,-1
2,2,2,1,2,0,351.5,0,3,1.64,110,135,112.32,237,-1
2,2,3,0.755824,272,62,368,0,3,5.57,74,138,115.04,242,1
2,3,15,2.76436,127,104,267.6,0,3,22.6,15.2,139,115.81,244,-1
2,3,3,0.944489,17,1,205.67,0,3,28.36,75.33,140,116.54,246,-1
2,6,8,2.53477,73,24,818.75,0,3,20.51,30.13,142,118.48,250,1
2,2,2,0.863121,4,3,352.5,0,3,0.39,116.5,147,122.93,259,-1
2,3,8,2.58189,37,145,165.38,0,3,87.31,29.38,149,124.37,263,-1
2,7,37,3.71285,1871,1254,492.41,0,4,32.27,7.08,113,84.49,213,1
