@relation geronimo-1-train4

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data

0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2,2,10,2.63026,561,0,0,0,0,0,0,1,0.99,1,-1
1,1,4,1.93334,186,0,0,0,0,0,0,2,1.99,0,-1
1,1,1,0,8,6,31,0,1,0.45,1,0,0,0,-1
1,1,1,0,28,10,10,0,1,0.88,1,4,4,2,-1
1,4,7,2.10797,318,78,97.29,0,1,0.05,0.29,2,2,2,-1
1,2,4,1.9378,721,0,0,0,0,0,0,5,5,5,-1
1,1,1,0,8,4,28,0,3,0.01,3,6,5.99,4,-1
1,1,1,0,209,0,0,0,0,0,0,7,6.99,2,-1
1,1,2,0.988601,231,0,0,0,0,0,0,1,1,1,-1
1,1,1,0,4,0,31,0,3,0.69,3,9,8.99,1,-1
1,1,1,0,2,2,57,0,2,0.78,2,1,1,1,-1
2,2,2,0.811278,2,6,57,0,3,0.48,2,3,3,2,-1
1,1,1,0,751,0,0,0,0,0,0,7,7,4,-1
1,1,1,0,2,2,751,0,1,0,1,8,8,5,-1
1,3,5,1.82031,463,0,0,0,0,0,0,9,9,6,-1
1,1,1,0,165,0,0,0,0,0,0,10,10,7,-1
1,1,1,0,2,2,60,0,1,0.12,1,11,11,8,-1
1,1,1,0,2,1,101,0,1,0.45,1,10,9.98,8,-1
1,1,2,0.91567,384,0,0,0,0,0,0,2,1.99,1,-1
1,5,8,2.29105,365,233,145.13,0,3,1.34,0.38,0,0,0,-1
1,1,1,0,42,5,336,0,1,1.35,2,5,4.99,4,-1
1,2,5,1.45753,69,13,219.6,0,1,0.63,0.8,12,11.98,9,-1
1,1,1,0,55,0,0,0,0,0,0,13,12.98,10,-1
1,1,1,0,167,0,0,0,0,0,0,14,13.98,11,-1
1,1,1,0,105,0,0,0,0,0,0,19,18.98,16,-1
1,1,1,0,14,1,74,0,5,0.12,7,26,25.97,4,-1
1,7,12,2.96017,364,104,142,0,1,0.2,0.5,27,26.96,23,-1
1,3,5,2.1355,67,14,188.4,0,1,0.15,1.2,29,28.95,25,-1
1,2,6,2.58496,6,6,92.83,0,1,0.03,0.17,17,16.94,14,-1
1,4,5,1.5496,95,24,195.8,0,2,1.54,1.2,6,5.98,5,-1
1,3,9,2.5353,556,250,103.11,0,4,0.81,0.44,1,1,1,-1
1,3,3,1.49869,10,15,209.33,0,4,2.24,2,13,12.92,4,-1
1,4,4,1.904,443,11,22.5,0,1,0.14,0.25,14,13.92,5,-1
2,2,2,1,14,2,81,0,4,1.7,5.5,2,2,2,-1
1,3,34,5.01708,497,0,0,0,0,0,0,17,16.92,8,-1
1,1,1,0,9,5,253,0,2,0.63,3,18,17.92,0,-1
1,1,1,0,64,0,0,0,0,0,0,31,30.89,27,-1
2,2,4,1.07974,68,8,39.75,0,5,1.81,3.25,19,18.91,11,-1
1,8,34,5.02893,2733,0,0,0,0,0,0,34,33.87,0,-1
1,4,36,5.00852,579,0,0,0,0,0,0,35,34.87,1,-1
1,16,91,6.43851,0,7126,78.31,0,1,0.25,0.04,37,36.87,30,-1
3,5,8,2.54212,266,133,53.13,0,6,0.99,2.88,40,39.87,38,-1
1,1,1,0,2,2,43,0,1,0.1,2,44,43.86,3,-1
1,13,45,5.29282,0,7155,159,0,3,1.3,0.49,2,1.99,2,-1
1,13,45,5.29043,7113,0,0,0,4,0.04,0.51,3,2.99,3,-1
1,1,1,0,224,0,0,0,0,0,0,10,9.95,9,-1
1,1,1,0,3,0,1,0,1,0.07,1,4,3.99,0,-1
1,3,34,5.08591,2120,38,14.62,0,1,0.25,0.03,18,17.89,0,-1
1,1,1,0,7,0,0,0,0,0,0,23,22.89,11,-1
1,1,7,2.38196,493,43,90.43,0,4,1.29,0.71,1,1,1,-1
1,1,2,0.764205,36,9,205.5,0,2,2.49,1.5,21,20.85,15,-1
1,1,1,0,0,14,14,0,1,1.36,1,12,11.93,11,-1
1,5,50,5.44205,531,279,74.5,0,1,1.31,0.02,23,22.83,4,-1
1,1,31,4.9542,93,0,114.1,0,1,0.11,0.03,5,4.97,0,1
1,1,1,0,2,3,19,0,5,1.55,14,47,46.66,9,-1
1,1,1,0,23,1,43,0,1,1.57,3,48,47.66,5,-1
1,2,10,3.29149,159,18,25.4,0,1,0.28,0.2,25,24.79,12,-1
1,4,35,5.08437,2611,0,0,0,0,0,0,51,50.65,5,-1
1,4,20,4.24724,1482,0,0,0,0,0,0,52,51.65,6,1
1,1,1,0,80,0,0,0,0,0,0,53,52.65,7,-1
3,5,9,2.80732,60,26,44.44,0,6,2.79,1.67,55,54.65,47,-1
1,20,37,4.68592,52,52,80.68,0,2,0.55,0.08,57,56.64,11,1
1,1,1,0,3,3,123,0,4,0.07,6,58,57.64,38,-1
1,1,1,0,2,2,123,0,4,0,7,60,59.63,39,-1
1,2,3,0.303712,200,2,305.33,0,3,1.16,2.67,62,61.62,40,-1
1,1,1,0,4,4,193,0,1,0.04,1,9,8.96,5,-1
1,1,17,3.99192,1593,3,8.71,0,1,0.08,0.06,70,69.59,17,-1
1,6,11,2.94842,869,65,55.36,0,5,0.9,0.73,28,27.77,16,-1
1,1,1,0,193,193,193,0,2,0.18,2,72,71.58,47,-1
1,3,3,1.58496,42,0,0,0,0,0,0,75,74.57,19,-1
1,1,1,0,3,5,224,0,1,2.03,1,13,12.89,12,-1
1,1,2,0.774241,395,0,0,0,0,0,0,15,14.87,14,-1
1,1,1,0,9,7,32,0,1,5.08,3,16,15.87,15,-1
1,1,1,0,14,1,211,0,4,0.29,7,17,16.87,16,-1
1,1,1,0,59,2,65,0,1,0.7,6,77,76.47,11,-1
1,1,1,0,2,0,0,0,0,0,0,27,26.66,13,-1
1,3,5,2.03633,494,2,10.4,0,1,0.35,1.2,3,2.96,0,-1
1,7,18,3.3592,22,1082,145.5,0,8,2.15,0.89,4,3.96,3,-1
1,1,1,0,1,21,162,0,3,1.6,3,6,5.96,5,-1
1,1,1,0,1,2,78,0,2,1.86,2,30,29.62,8,-1
1,1,1,0,2,2,20,0,2,1.98,2,31,30.62,9,-1
1,2,3,1.19709,239,4,60.33,0,2,0.69,1.33,32,31.62,18,-1
1,2,2,0.989428,471,141,160,0,2,2.74,1,35,34.6,12,-1
1,1,1,0,318,92,458,0,3,0.35,4,18,17.79,17,-1
1,1,1,0,78,0,0,0,0,0,0,19,18.79,18,-1
1,1,1,0,4,2,278,0,2,1.95,6,21,20.79,20,-1
1,1,1,0,18,32,135,0,2,4.92,2,22,21.79,21,-1
1,1,1,0,110,0,0,0,0,0,0,23,22.79,22,-1
1,1,1,0,26,1,133,0,2,1.95,3,24,23.79,23,-1
1,1,1,0,23,16,301,0,2,1.96,4,26,25.79,25,-1
1,1,1,0,3,3,225,0,5,2.13,7,28,27.79,27,-1
1,1,1,0,25,18,123,0,1,0.4,1,34,33.79,1,-1
1,1,1,0,1,3,141,0,2,0.01,2,36,35.79,3,-1
1,1,1,0,0,224,224,0,1,0,2,8,7.93,7,-1
1,1,1,0,2,15,34,0,2,3.71,4,47,46.58,42,-1
1,1,1,0,18,14,276,0,3,1.43,10,31,30.42,3,-1
1,2,2,0.92166,195,1,48.5,0,1,1.53,0.5,13,12.89,12,-1
1,8,56,5.57317,8271,0,0,0,0,0,0,1,1,1,1
1,3,10,3.19165,50,169,26.4,0,2,5.42,0.4,32,31.32,16,-1
1,3,17,2.85473,0,7567,445.12,0,2,5.91,0.35,33,32.32,17,-1
1,1,1,0,0,2,2,0,1,7.78,1,38,37.31,22,-1
1,3,5,2.1909,109,16,120.2,0,4,5.04,1.6,39,38.21,21,-1
1,1,31,4.94745,2246,0,0,0,0,0,0,57,56.29,52,-1
1,1,37,5.1983,296,161,77.81,0,2,0.6,0.24,79,77.23,50,-1
1,11,23,4.47215,67,67,164.78,1,6,9.05,0.43,80,78.2,51,1
1,3,5,1.38445,220,220,100.6,0,3,2.64,0.6,81,79.02,52,-1
1,4,5,2.32193,25,25,125,1,5,0.88,1,83,81.02,54,-1
1,1,1,0,5,3,142,0,2,7.76,5,86,83.99,55,-1
1,3,4,1.35915,205,1,36.5,0,1,1.9,1.25,87,84.99,56,-1
1,2,5,1.67725,101,67,178.8,0,3,1.55,1.2,5,4.92,5,-1
1,1,2,0.135853,177,86,146.5,0,5,5.12,12,95,92.94,16,-1
1,1,1,0,0,83,83,0,2,8,5,97,94.93,64,-1
1,2,2,0.944911,295,0,0,0,0,0,0,99,96.91,66,-1
1,1,1,0,5,5,355,0,5,0.15,23,101,98.9,17,-1
1,1,1,0,221,0,0,0,0,0,0,105,102.87,71,-1
1,3,2,0,3,3,51.5,0,4,1.17,5,107,104.87,73,-1
1,2,2,0.426229,18,5,120.5,0,4,3.72,7.5,118,115.85,84,-1
1,4,7,1.23376,564,557,171,0,4,1.72,2.14,2,1.98,2,-1
1,1,1,0,26,2,122,0,1,8.3,7,122,119.62,12,-1
1,1,1,0,2,2,215,0,4,0.75,13,123,120.62,87,-1
1,2,2,0.895113,63,14,217,0,2,0.95,5,126,123.62,89,-1
1,2,2,0.76719,53,14,241.5,0,2,0.01,5.5,127,124.61,90,-1
1,1,1,0,29,11,284,0,2,0.11,9,131,128.57,94,-1
1,1,1,0,11,1,221,0,1,1.02,1,132,129.54,95,-1
1,1,1,0,24,10,240,0,2,1.51,8,137,134.37,98,-1
1,2,2,0.308496,208,9,170,0,1,0.75,0.5,138,135.36,99,-1
1,2,4,1.71577,24,24,79.75,0,1,0.79,0.75,139,136.34,100,-1
1,1,1,0,2,8,318,0,3,0.08,7,142,139.3,103,-1
