@relation geronimo-0-train2

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data

1,1,1,0,193,0,0,0,0,0,0,0,0,0,-1
2,2,2,1,112,110,55,0,1,0.55,1,1,1,0,-1
1,1,1,0,258,258,258,0,1,0.67,1,3,3,1,-1
1,1,1,0,78,0,0,0,0,0,0,1,1,1,-1
1,1,1,0,17,0,10,0,3,0.02,3,0,0,0,-1
1,3,4,1.3031,279,4,62,0,3,0.06,0.75,1,1,0,-1
1,1,1,0,4,3,206,0,3,0.14,3,3,3,3,-1
2,2,3,1.33827,14,1,93,0,3,0.26,1.33,4,4,5,-1
1,1,1,0,1,1,258,0,3,0.12,4,7,6.99,2,-1
1,1,1,0,7,4,25,0,2,0.56,2,5,4.99,3,-1
1,1,1,0,2,4,258,0,3,0.03,5,8,7.99,5,-1
1,1,1,0,4,1,209,0,1,0.05,1,0,0,0,-1
1,1,1,0,1,1,256,0,3,0,7,11,10.99,7,-1
1,1,3,0.881911,326,0,0,0,0,0,0,2,2,0,-1
2,2,5,1.62418,141,359,90.8,0,5,0.64,2.6,4,4,4,-1
1,1,1,0,75,0,0,0,0,0,0,6,6,3,-1
1,1,1,0,10,5,207,0,3,1.07,4,12,11.98,10,-1
1,1,4,1.95137,606,137,53,0,2,0.16,0.75,13,12.97,11,-1
1,1,2,0.986233,36,22,149.5,0,3,0.72,2.5,3,2.99,2,-1
1,1,1,0,2,2,257,0,1,0.2,1,4,3.99,3,-1
1,1,5,2.30242,1040,0,0,0,0,0,0,15,14.98,12,-1
1,1,2,0.877962,259,0,0,0,0,0,0,16,15.98,13,-1
1,5,13,3.56279,1809,4,12.69,0,1,0.05,0.08,17,16.98,14,-1
1,2,5,2.22431,742,0,0,0,0,0,0,18,17.98,15,-1
1,1,1,0,2,2,74,0,5,0.76,6,12,11.96,8,-1
1,1,1,0,55,0,0,0,0,0,0,20,19.98,17,-1
1,2,8,2.95018,947,0,0,0,0,0,0,22,21.97,19,-1
1,1,1,0,1,21,73,0,1,0.7,1,24,23.97,21,-1
2,10,39,5.25478,3216,42,6.38,0,2,0.02,0.05,16,15.94,14,-1
1,1,2,0.995727,195,117,96.5,0,3,1.07,1.5,7,6.98,6,-1
1,3,12,2.10181,464,145,147.08,0,4,1.83,0.58,9,8.98,8,-1
1,2,5,2.00346,674,0,0,0,0,0,0,15,14.92,6,-1
1,1,1,0,16,1,152,0,1,1.12,2,16,15.92,7,-1
1,1,4,1.60247,153,0,0,0,0,0,0,30,29.89,26,-1
1,1,1,0,28,2,20,0,1,0.04,1,39,38.87,3,-1
1,1,1,0,0,71,71,0,1,2.1,1,41,40.87,2,-1
1,1,1,0,11,12,167,0,2,0.33,3,43,42.86,34,-1
5,10,11,3.17667,151,106,53.36,0,6,0.25,2.55,45,44.85,50,-1
1,1,1,0,3,3,162,0,5,0.15,13,46,45.84,8,-1
1,1,1,0,2,2,162,0,5,0.36,14,24,23.86,12,-1
1,6,24,3.45896,252,452,181.88,0,6,3.06,0.33,2,2,2,-1
1,1,1,0,9,4,46,0,1,1.07,3,11,10.93,10,-1
1,8,33,4.28195,252,16,80.33,0,1,1.35,0.03,24,23.82,5,-1
1,1,1,0,13,5,258,0,3,1.29,6,27,26.82,2,-1
1,1,2,0.999624,219,0,0,0,0,0,0,6,5.97,4,-1
1,11,70,6.10296,5849,0,0,0,0,0,0,7,6.97,1,1
