ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_RA
1.0,1.0,1.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,1.0,0.0,258.0,258.0,258.0,0.0,1.0,0.67,1.0,3.0,3.0,1.0,-1.0
1.0,3.0,4.0,1.3031,279.0,4.0,62.0,0.0,3.0,0.06,0.75,1.0,1.0,0.0,-1.0
1.0,1.0,1.0,0.0,4.0,3.0,206.0,0.0,3.0,0.14,3.0,3.0,3.0,3.0,-1.0
1.0,1.0,1.0,0.0,1.0,1.0,258.0,0.0,3.0,0.12,4.0,7.0,6.99,2.0,-1.0
1.0,1.0,1.0,0.0,2.0,4.0,258.0,0.0,3.0,0.03,5.0,8.0,7.99,5.0,-1.0
2.0,2.0,2.0,0.04307,213.0,213.0,234.0,0.0,4.0,0.1,4.0,10.0,9.99,9.0,-1.0
1.0,1.0,1.0,0.0,1.0,1.0,256.0,0.0,3.0,0.0,7.0,11.0,10.99,7.0,-1.0
1.0,1.0,3.0,0.8819110000000001,326.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-1.0
2.0,2.0,5.0,1.62418,141.0,359.0,90.8,0.0,5.0,0.64,2.6,4.0,4.0,4.0,-1.0
1.0,2.0,6.0,2.0308200000000003,352.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,-1.0
1.0,1.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,-1.0
1.0,5.0,50.0,5.64003,3725.0,50.0,1.0,0.0,3.0,0.92,0.06,8.0,7.99,7.0,-1.0
1.0,1.0,1.0,0.0,43.0,4.0,41.0,0.0,4.0,0.21,9.0,9.0,8.98,3.0,-1.0
1.0,1.0,1.0,0.0,10.0,5.0,207.0,0.0,3.0,1.07,4.0,12.0,11.98,10.0,-1.0
1.0,1.0,4.0,1.95137,606.0,137.0,53.0,0.0,2.0,0.16,0.75,13.0,12.97,11.0,-1.0
1.0,1.0,1.0,0.0,2.0,2.0,249.0,0.0,1.0,0.46,1.0,14.0,13.97,0.0,-1.0
1.0,1.0,2.0,0.986233,36.0,22.0,149.5,0.0,3.0,0.72,2.5,3.0,2.99,2.0,-1.0
1.0,1.0,1.0,0.0,2.0,2.0,257.0,0.0,1.0,0.2,1.0,4.0,3.99,3.0,-1.0
1.0,1.0,5.0,2.30242,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.98,12.0,-1.0
1.0,1.0,1.0,0.0,2.0,2.0,74.0,0.0,5.0,0.76,6.0,12.0,11.96,8.0,-1.0
1.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.98,17.0,-1.0
1.0,2.0,8.0,2.95018,947.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.97,19.0,-1.0
1.0,5.0,6.0,1.90936,357.0,60.0,92.0,0.0,1.0,0.26,0.67,23.0,22.97,20.0,-1.0
1.0,6.0,9.0,2.59765,143.0,56.0,132.0,0.0,1.0,0.15,0.44,25.0,24.97,22.0,-1.0
