ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_RA
1.0,5.0,10.0,2.87545,147.0,46.0,58.4,0.0,1.0,0.06,0.2,2.0,2.0,1.0,-1.0
1.0,3.0,13.0,3.07453,295.0,114.0,53.15,0.0,1.0,0.05,0.23,3.0,3.0,2.0,-1.0
1.0,2.0,5.0,1.78639,103.0,13.0,68.4,0.0,1.0,0.01,0.8,5.0,5.0,3.0,-1.0
2.0,2.0,2.0,0.8631209999999999,12.0,2.0,243.5,0.0,1.0,0.04,3.0,6.0,6.0,6.0,-1.0
1.0,1.0,1.0,0.0,24.0,19.0,183.0,0.0,1.0,0.02,6.0,7.0,7.0,5.0,-1.0
1.0,5.0,8.0,2.23218,114.0,49.0,50.25,0.0,2.0,0.1,1.25,1.0,1.0,1.0,-1.0
1.0,5.0,7.0,2.35467,108.0,34.0,61.71,0.0,2.0,0.09,1.0,2.0,2.0,2.0,-1.0
1.0,1.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,-1.0
1.0,1.0,1.0,0.0,1.0,1.0,88.0,0.0,2.0,0.01,4.0,10.0,9.99,8.0,-1.0
1.0,1.0,1.0,0.0,8.0,2.0,259.0,0.0,2.0,0.0,10.0,6.0,6.0,6.0,-1.0
1.0,3.0,11.0,3.0270200000000003,497.0,1.0,8.36,0.0,1.0,0.01,0.45,11.0,10.99,11.0,-1.0
1.0,2.0,2.0,1.0,24.0,0.0,72.0,0.0,3.0,0.34,2.0,2.0,2.0,2.0,-1.0
1.0,2.0,5.0,1.90872,26.0,24.0,73.0,0.0,2.0,0.37,2.0,12.0,11.98,12.0,-1.0
1.0,5.0,9.0,2.77746,292.0,28.0,98.11,0.0,2.0,0.04,3.11,25.0,24.95,20.0,-1.0
1.0,2.0,6.0,2.33321,9.0,11.0,88.83,0.0,3.0,0.06,3.33,13.0,12.97,13.0,-1.0
2.0,7.0,7.0,1.53757,298.0,162.0,88.43,0.0,2.0,0.1,3.71,14.0,13.97,17.0,1.0
1.0,1.0,1.0,0.0,88.0,29.0,97.0,0.0,1.0,0.85,1.0,15.0,14.97,1.0,-1.0
3.0,10.0,20.0,3.67924,633.0,84.0,79.2,0.0,2.0,0.34,1.65,30.0,29.89,38.0,1.0
1.0,2.0,4.0,1.76019,78.0,14.0,187.0,0.0,2.0,0.05,6.5,35.0,34.87,30.0,1.0
2.0,2.0,2.0,0.991076,6.0,3.0,80.5,0.0,2.0,0.0,6.5,37.0,36.87,47.0,-1.0
3.0,5.0,6.0,2.26565,110.0,77.0,137.83,0.0,3.0,0.01,1.67,40.0,39.86,40.0,-1.0
1.0,9.0,16.0,3.44086,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.92,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.92,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.92,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.92,0.0,-1.0
1.0,5.0,11.0,3.04654,770.0,2.0,22.36,0.0,2.0,0.09,0.82,41.0,40.8,35.0,-1.0
3.0,10.0,11.0,2.41392,40.0,40.0,104.64,0.0,3.0,0.18,4.0,46.0,45.8,62.0,-1.0
1.0,2.0,6.0,2.43858,332.0,62.0,64.17,0.0,2.0,0.05,3.33,47.0,46.79,20.0,1.0
1.0,2.0,3.0,1.07957,67.0,48.0,118.67,0.0,2.0,0.01,7.0,49.0,48.78,22.0,-1.0
2.0,2.0,2.0,0.936667,12.0,5.0,91.0,0.0,1.0,0.01,4.5,52.0,51.78,67.0,1.0
4.0,7.0,13.0,2.85175,230.0,58.0,85.0,0.0,2.0,0.45,2.54,55.0,54.76,76.0,1.0
1.0,1.0,1.0,0.0,13.0,1.0,63.0,0.0,2.0,0.09,2.0,5.0,4.98,1.0,-1.0
2.0,4.0,8.0,2.46746,74.0,163.0,139.13,0.0,2.0,0.5,3.0,30.0,29.85,22.0,-1.0
1.0,6.0,9.0,2.91099,9.0,8.0,93.22,0.0,1.0,0.34,0.56,31.0,30.85,5.0,-1.0
2.0,5.0,5.0,2.12715,99.0,31.0,107.4,0.0,2.0,0.09,4.6,32.0,31.85,25.0,1.0
1.0,1.0,2.0,0.932112,19.0,4.0,52.5,0.0,1.0,0.08,0.5,8.0,7.97,4.0,-1.0
2.0,5.0,5.0,1.92035,101.0,20.0,173.6,0.0,2.0,0.02,5.0,34.0,33.85,29.0,-1.0
3.0,6.0,7.0,2.22916,98.0,103.0,173.43,0.0,2.0,0.6,7.0,36.0,35.81,32.0,1.0
1.0,2.0,2.0,0.281194,39.0,2.0,197.0,0.0,2.0,0.13,13.0,62.0,61.63,46.0,-1.0
2.0,2.0,3.0,1.5504,54.0,57.0,54.67,0.0,1.0,0.61,1.0,64.0,63.63,48.0,-1.0
1.0,1.0,1.0,0.0,38.0,12.0,39.0,0.0,1.0,0.12,1.0,38.0,37.77,24.0,-1.0
2.0,2.0,2.0,0.964079,81.0,9.0,84.5,0.0,2.0,1.02,4.5,68.0,67.61,35.0,-1.0
1.0,2.0,7.0,2.5172,476.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,68.6,1.0,1.0
1.0,1.0,1.0,0.0,7.0,2.0,65.0,0.0,2.0,0.05,2.0,70.0,69.6,49.0,-1.0
1.0,1.0,4.0,1.42828,344.0,2.0,15.5,0.0,2.0,0.31,1.5,9.0,8.95,4.0,-1.0
1.0,1.0,2.0,0.799759,0.0,70.0,75.0,0.0,1.0,1.39,2.0,75.0,74.03,8.0,-1.0
1.0,2.0,4.0,1.75272,11.0,7.0,101.0,0.0,2.0,0.05,2.0,1.0,0.98,1.0,-1.0
1.0,2.0,2.0,0.749595,11.0,3.0,61.0,0.0,1.0,3.21,1.0,40.0,39.45,0.0,-1.0
1.0,1.0,1.0,0.0,1.0,1.0,95.0,0.0,2.0,0.14,3.0,41.0,40.43,1.0,-1.0
1.0,1.0,1.0,0.0,19.0,0.0,95.0,0.0,2.0,0.73,4.0,84.0,82.8,3.0,-1.0
1.0,1.0,6.0,2.23596,882.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,83.8,3.0,1.0
1.0,1.0,1.0,0.0,0.0,24.0,24.0,0.0,1.0,0.05,1.0,87.0,85.79,5.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,42.33,0.0,-1.0
1.0,1.0,3.0,1.09838,604.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,86.77,6.0,-1.0
1.0,2.0,5.0,2.06122,251.0,2.0,105.2,0.0,2.0,3.2,3.2,89.0,87.77,60.0,-1.0
1.0,6.0,11.0,2.84409,779.0,422.0,54.09,0.0,3.0,0.89,1.36,45.0,44.31,26.0,1.0
2.0,3.0,4.0,1.17675,127.0,0.0,114.5,0.0,3.0,0.25,4.5,46.0,45.23,3.0,-1.0
1.0,2.0,2.0,0.6690159999999999,117.0,3.0,43.5,0.0,1.0,0.01,0.5,47.0,46.22,1.0,-1.0
1.0,1.0,3.0,1.16816,26.0,16.0,119.67,0.0,2.0,0.01,8.0,93.0,91.51,35.0,-1.0
1.0,5.0,6.0,2.24331,97.0,26.0,98.67,0.0,1.0,1.18,0.67,96.0,94.29,63.0,-1.0
2.0,2.0,3.0,0.969011,17.0,38.0,88.67,0.0,2.0,2.34,6.67,98.0,96.28,74.0,-1.0
2.0,5.0,15.0,3.5424900000000004,1162.0,2.0,31.07,0.0,3.0,0.11,1.33,106.0,104.09,14.0,1.0
1.0,1.0,1.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.64,6.0,-1.0
1.0,3.0,4.0,1.92629,122.0,27.0,146.0,0.0,2.0,3.18,9.75,113.0,109.92,71.0,1.0
