ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_RA
1.0,1.0,1.0,0.0,3.0,8.0,135.0,0.0,1.0,2.92,2.0,10.0,9.89,2.0,-1.0
1.0,1.0,2.0,1.0,6.0,6.0,113.0,0.0,1.0,2.96,0.5,13.0,12.89,9.0,-1.0
1.0,9.0,51.0,5.29014,0.0,108.0,195.47,1.0,1.0,2.91,0.12,14.0,13.89,10.0,-1.0
2.0,2.0,10.0,1.40391,191.0,86.0,156.7,0.0,1.0,6.89,0.1,15.0,14.89,13.0,-1.0
1.0,2.0,17.0,3.28813,144.0,32.0,276.53,0.0,1.0,2.8,0.24,18.0,17.84,13.0,1.0
1.0,1.0,1.0,0.0,5.0,2.0,101.0,0.0,1.0,4.03,1.0,20.0,19.84,3.0,-1.0
1.0,1.0,20.0,3.78009,83.0,17.0,118.45,0.0,1.0,1.73,0.2,21.0,20.84,14.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,4.11,1.0,23.0,22.84,16.0,-1.0
2.0,3.0,3.0,1.33329,39.0,7.0,145.0,1.0,1.0,0.35,3.33,25.0,24.78,26.0,-1.0
1.0,1.0,1.0,0.0,1.0,1.0,24.0,0.0,1.0,5.0,1.0,27.0,26.78,3.0,-1.0
1.0,1.0,1.0,0.0,1.0,1.0,183.0,0.0,1.0,3.09,3.0,33.0,32.69,23.0,-1.0
1.0,1.0,1.0,0.0,9.0,10.0,330.0,0.0,1.0,2.99,12.0,39.0,38.29,13.0,-1.0
2.0,2.0,5.0,1.86054,58.0,5.0,54.2,0.0,1.0,5.4,1.0,43.0,42.07,11.0,-1.0
1.0,1.0,1.0,0.0,1.0,1.0,822.0,0.0,1.0,1.14,4.0,45.0,44.06,32.0,-1.0
2.0,2.0,2.0,0.580788,122.0,15.0,202.5,0.0,1.0,11.08,3.5,50.0,48.06,45.0,1.0
1.0,1.0,1.0,0.0,2.0,2.0,36.0,0.0,1.0,0.01,1.0,54.0,51.44,4.0,-1.0
1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.45,0.5,55.0,52.43,3.0,-1.0
