@relation tuscany-0-train4

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data

1,1,1,0,7,0,35,0,1,1.52,1,1,1,1,-1
1,5,17,1.86094,294,6346,576,0,1,3.26,0.06,2,1.99,2,-1
1,1,1,0,11,1,102,0,1,10.52,1,29,28.15,2,-1
1,1,1,0,39,15,143,0,2,0.44,2,12,11.85,12,-1
1,1,1,0,5,0,34,0,1,0.44,1,13,12.85,13,-1
1,1,1,0,3,1,204,0,1,11.99,1,14,13.84,14,-1
1,1,3,1.58496,9,9,186.67,0,2,20.2,1.33,18,17.32,18,-1
1,1,6,1.28256,4733,5022,837,0,1,11.28,0.33,19,18.32,19,-1
1,3,7,1.05146,10,102,95.57,0,1,24.16,0.14,20,19.32,20,1
1,2,15,3.67577,100,287,170.73,0,2,19.89,0.4,26,24.99,26,1
1,2,5,2.21437,33,30,172.2,0,2,12.41,1.4,27,25.73,27,-1
1,1,1,0,44,0,0,0,0,0,0,30,28.4,30,-1
1,7,10,2.86542,96,111,180.4,1,2,16.55,0.5,33,31.4,33,1
1,2,2,0.696212,31,1,240,1,2,2.98,2.5,34,32.34,34,1
1,1,1,0,10,2,12,0,1,4.75,3,38,35.81,38,-1
1,2,2,0.152143,228,0,44,0,1,22,0.5,39,36.81,39,-1
1,1,1,0,4,2,174,0,2,7.2,5,40,37.58,40,-1
1,2,2,0.935941,64,7,31.5,0,1,2.46,3,41,38.57,41,-1
1,1,1,0,45,0,89,0,1,5.6,3,55,51.84,44,-1
1,1,1,0,21,0,134,0,1,0.16,4,56,52.82,45,-1
1,1,1,0,21,0,80,0,2,24.18,8,59,54.73,47,-1
1,1,2,0.342464,46,1,22,0,1,31.13,0.5,65,60.42,51,-1
1,2,2,0.503258,58,5,125.5,1,2,49.4,4,72,66.32,55,-1
1,3,5,1.47835,57,15,225.2,1,2,28.79,1.6,74,67.12,56,1
1,2,2,0.477071,27,12,159.5,1,2,26.02,3,79,70.39,61,1
1,1,3,0.70232,5,62,139,0,2,68.68,1.33,81,72.06,63,-1
1,1,1,0,2,0,204,0,2,6.03,6,83,72.99,65,-1
1,1,1,0,16,0,277,0,1,95.91,1,43,39.42,1,-1
1,1,3,1.5,1,7,202.33,0,2,27.94,3.67,89,78.44,71,-1
1,1,6,2.24594,70,0,3.83,0,2,10.37,0.5,92,80.62,74,-1
1,1,7,1.39837,370,394,169.29,0,2,36.12,1.14,94,82.45,76,-1
1,1,2,0.468996,10,0,4,0,1,0.44,0.5,95,83.45,77,-1
1,1,1,0,44,0,0,0,0,0,0,96,84.42,78,1
0,0,0,0,0,0,0,0,0,0,0,240,214.1,0,-1
1,1,3,1.32461,90,0,173,0,2,4.75,3.67,103,90.4,85,-1
2,2,2,0.918296,6,6,68.5,0,3,30.47,6,270,238.9,3,-1
1,1,1,0,30,0,0,0,0,0,0,116,97.9,89,-1
1,1,1,0,84,0,303,0,2,25.01,9,117,98.89,90,-1
1,2,3,0.927848,16,62,233.33,0,3,26.32,3.33,119,100,92,-1
1,2,6,1.00904,1340,242,40.83,0,2,58.44,0.33,328,271.92,2,-1
1,2,5,2.13749,32,49,112,0,3,0.08,2,135,109.55,104,-1
1,8,12,2.66176,223,96,110.67,0,3,11.73,1.83,140,112.03,109,1
1,7,14,3.41239,41,46,74,0,4,28.39,2.14,141,112.75,110,1
1,1,1,0,2,3,28,0,3,32.37,5,147,118.15,113,-1
