ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_RA
1.0,1.0,1.0,0.0,7.0,0.0,35.0,0.0,1.0,1.52,1.0,1.0,1.0,1.0,-1.0
1.0,5.0,17.0,1.86094,294.0,6346.0,576.0,0.0,1.0,3.26,0.06,2.0,1.99,2.0,-1.0
1.0,1.0,1.0,0.0,11.0,1.0,102.0,0.0,1.0,10.52,1.0,29.0,28.15,2.0,-1.0
1.0,1.0,1.0,0.0,29.0,24.0,26.0,0.0,2.0,7.94,2.0,7.0,6.86,7.0,-1.0
1.0,1.0,1.0,0.0,21.0,0.0,122.0,0.0,1.0,11.44,1.0,9.0,8.86,9.0,-1.0
1.0,1.0,1.0,0.0,39.0,15.0,143.0,0.0,2.0,0.44,2.0,12.0,11.85,12.0,-1.0
1.0,1.0,1.0,0.0,5.0,0.0,34.0,0.0,1.0,0.44,1.0,13.0,12.85,13.0,-1.0
1.0,1.0,1.0,0.0,3.0,1.0,204.0,0.0,1.0,11.99,1.0,14.0,13.84,14.0,-1.0
1.0,1.0,3.0,1.58496,9.0,9.0,186.67,0.0,2.0,20.2,1.33,18.0,17.32,18.0,-1.0
1.0,1.0,6.0,1.28256,4733.0,5022.0,837.0,0.0,1.0,11.28,0.33,19.0,18.32,19.0,-1.0
1.0,3.0,7.0,1.05146,10.0,102.0,95.57,0.0,1.0,24.16,0.14,20.0,19.32,20.0,1.0
1.0,1.0,1.0,0.0,40.0,5.0,166.0,0.0,2.0,0.36,6.0,28.0,26.7,28.0,1.0
1.0,1.0,1.0,0.0,0.0,41.0,121.0,0.0,2.0,7.98,6.0,55.0,51.71,4.0,-1.0
1.0,1.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.4,30.0,-1.0
1.0,7.0,10.0,2.86542,96.0,111.0,180.4,1.0,2.0,16.55,0.5,33.0,31.4,33.0,1.0
1.0,2.0,2.0,0.6962119999999999,31.0,1.0,240.0,1.0,2.0,2.98,2.5,34.0,32.34,34.0,1.0
1.0,1.0,1.0,0.0,44.0,42.0,326.0,1.0,2.0,0.01,4.0,35.0,33.33,35.0,-1.0
1.0,1.0,1.0,0.0,10.0,2.0,12.0,0.0,1.0,4.75,3.0,38.0,35.81,38.0,-1.0
1.0,2.0,2.0,0.152143,228.0,0.0,44.0,0.0,1.0,22.0,0.5,39.0,36.81,39.0,-1.0
1.0,1.0,1.0,0.0,4.0,2.0,174.0,0.0,2.0,7.2,5.0,40.0,37.58,40.0,-1.0
1.0,1.0,1.0,0.0,2.0,0.0,31.0,0.0,1.0,0.15,5.0,42.0,39.56,42.0,-1.0
1.0,1.0,1.0,0.0,45.0,0.0,89.0,0.0,1.0,5.6,3.0,55.0,51.84,44.0,-1.0
1.0,1.0,1.0,0.0,21.0,0.0,80.0,0.0,2.0,24.18,8.0,59.0,54.73,47.0,-1.0
1.0,2.0,2.0,0.503258,58.0,5.0,125.5,1.0,2.0,49.4,4.0,72.0,66.32,55.0,-1.0
1.0,3.0,5.0,1.47835,57.0,15.0,225.2,1.0,2.0,28.79,1.6,74.0,67.12,56.0,1.0
1.0,1.0,1.0,0.0,1.0,2.0,101.0,1.0,1.0,13.85,1.0,75.0,68.12,57.0,-1.0
1.0,2.0,2.0,0.477071,27.0,12.0,159.5,1.0,2.0,26.02,3.0,79.0,70.39,61.0,1.0
1.0,1.0,3.0,0.7023199999999999,5.0,62.0,139.0,0.0,2.0,68.68,1.33,81.0,72.06,63.0,-1.0
1.0,1.0,1.0,0.0,2.0,0.0,204.0,0.0,2.0,6.03,6.0,83.0,72.99,65.0,-1.0
1.0,2.0,5.0,1.78931,299.0,289.0,95.6,0.0,2.0,40.96,1.4,84.0,73.84,66.0,1.0
1.0,1.0,1.0,0.0,16.0,0.0,277.0,0.0,1.0,95.91,1.0,43.0,39.42,1.0,-1.0
