@relation hcommon-2-train2

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data

2,2,2,0,0,0,0,0,1,0.07,0.5,2,1.99,2,-1
1,2,3,0.368411,84,53,472.33,0,1,0.06,1,7,6.96,6,1
1,1,1,0,0,0,0,0,0,0,0,11,10.89,2,-1
1,1,1,0,3,0,275,0,1,0.17,4,16,15.88,5,-1
1,1,1,0,1,1,331,0,1,0,8,26,25.78,9,-1
1,1,1,0,0,22,237,0,1,5.02,2,29,28.77,5,-1
1,6,17,3.43073,97,18,122.24,0,1,3.77,0.59,30,29.71,20,1
1,1,1,0,30,2,434,1,1,2.1,4,34,33.69,24,1
1,1,1,0,29,5,260,0,1,3.91,3,37,36.61,27,1
1,1,1,0,3,6,333,0,1,1.05,11,38,37.6,12,-1
1,2,11,2.59676,257,77,407.36,0,1,6.04,0.55,0,0,0,1
1,1,5,1.2847,109,0,288.2,0,1,5.95,0.8,40,39.19,28,1
1,1,2,0.485461,13,6,452.5,1,1,6.39,2.5,1,1,1,1
1,2,5,1.84522,12,7,102.8,0,1,6.02,1,41,40.08,29,-1
1,3,4,1.73088,60,123,309.5,0,2,5.48,1.5,42,41.08,30,1
1,1,1,0,5,6,208,0,1,6.32,4,46,45.05,33,-1
1,2,6,2.09371,114,64,275.33,0,2,2.19,1.67,47,45.95,34,1
1,1,1,0,26,4,381,0,1,8.18,4,48,46.19,35,1
1,1,1,0,36,0,0,0,0,0,0,53,50.44,3,-1
1,1,1,0,34,1,279,0,1,4.96,5,60,57.41,43,-1
1,1,1,0,0,0,0,0,1,2.12,1,65,62.1,4,-1
1,2,6,1.18539,220,113,671.33,1,2,17.13,2.17,66,63.09,44,1
1,1,1,0,15,3,686,0,1,6.09,5,67,64.08,45,-1
1,1,1,0,13,1,698,0,1,0.72,6,2,1.91,2,1
1,1,1,0,6,0,291,0,1,32.02,2,0,0,0,1
