ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_RA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.5,2.0,1.99,2.0,-1.0
3.0,8.0,12.0,2.93744,63.0,42.0,429.83,0.0,1.0,0.02,0.25,6.0,5.96,8.0,-1.0
1.0,2.0,3.0,0.368411,84.0,53.0,472.33,0.0,1.0,0.06,1.0,7.0,6.96,6.0,1.0
1.0,1.0,1.0,0.0,8.0,6.0,478.0,0.0,1.0,0.06,4.0,8.0,7.96,7.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.89,2.0,-1.0
1.0,1.0,1.0,0.0,0.0,1.0,276.0,0.0,1.0,0.05,3.0,12.0,11.89,4.0,-1.0
1.0,1.0,1.0,0.0,3.0,0.0,275.0,0.0,1.0,0.17,4.0,16.0,15.88,5.0,-1.0
1.0,1.0,1.0,0.0,0.0,22.0,237.0,0.0,1.0,5.02,2.0,29.0,28.77,5.0,-1.0
1.0,6.0,17.0,3.4307300000000005,97.0,18.0,122.24,0.0,1.0,3.77,0.59,30.0,29.71,20.0,1.0
1.0,1.0,1.0,0.0,29.0,5.0,260.0,0.0,1.0,3.91,3.0,37.0,36.61,27.0,1.0
1.0,1.0,1.0,0.0,3.0,6.0,333.0,0.0,1.0,1.05,11.0,38.0,37.6,12.0,-1.0
1.0,2.0,11.0,2.59676,257.0,77.0,407.36,0.0,1.0,6.04,0.55,0.0,0.0,0.0,1.0
1.0,1.0,5.0,1.2847,109.0,0.0,288.2,0.0,1.0,5.95,0.8,40.0,39.19,28.0,1.0
1.0,2.0,5.0,1.84522,12.0,7.0,102.8,0.0,1.0,6.02,1.0,41.0,40.08,29.0,-1.0
1.0,3.0,4.0,1.73088,60.0,123.0,309.5,0.0,2.0,5.48,1.5,42.0,41.08,30.0,1.0
1.0,1.0,1.0,0.0,5.0,6.0,208.0,0.0,1.0,6.32,4.0,46.0,45.05,33.0,-1.0
1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,50.44,3.0,-1.0
1.0,1.0,1.0,0.0,34.0,1.0,279.0,0.0,1.0,4.96,5.0,60.0,57.41,43.0,-1.0
1.0,1.0,1.0,0.0,4.0,1.0,144.0,0.0,1.0,0.86,6.0,62.0,59.28,8.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.12,1.0,65.0,62.1,4.0,-1.0
1.0,2.0,6.0,1.18539,220.0,113.0,671.33,1.0,2.0,17.13,2.17,66.0,63.09,44.0,1.0
1.0,1.0,1.0,0.0,6.0,0.0,291.0,0.0,1.0,32.02,2.0,0.0,0.0,0.0,1.0
1.0,1.0,4.0,0.768421,46.0,125.0,845.75,1.0,2.0,8.9,2.25,76.0,72.02,53.0,1.0
1.0,1.0,2.0,0.964079,20.0,16.0,427.0,0.0,1.0,35.05,1.5,85.0,79.88,61.0,-1.0
1.0,1.0,2.0,0.774632,45.0,12.0,448.5,1.0,2.0,6.0,5.5,92.0,85.58,68.0,1.0
1.0,1.0,1.0,0.0,5.0,3.0,284.0,1.0,1.0,39.18,4.0,95.0,88.34,71.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,11.0,0.0,1.0,21.02,2.0,96.0,89.33,12.0,-1.0
1.0,1.0,2.0,0.8280559999999999,19.0,4.0,357.5,1.0,1.0,17.36,7.0,99.0,92.12,74.0,1.0
1.0,3.0,4.0,1.50618,52.0,10.0,361.5,1.0,2.0,16.35,4.5,106.0,97.65,81.0,1.0
2.0,2.0,2.0,0.045542,598.0,0.0,76.5,0.0,1.0,0.4,5.0,1.0,0.94,1.0,1.0
1.0,1.0,1.0,0.0,5.0,10.0,60.0,1.0,1.0,49.12,3.0,116.0,107.11,89.0,-1.0
1.0,1.0,1.0,0.0,25.0,12.0,896.0,1.0,1.0,7.16,9.0,120.0,111.06,93.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,787.0,0.0,2.0,22.71,6.0,123.0,113.56,96.0,-1.0
1.0,4.0,7.0,2.40062,31.0,8.0,320.29,0.0,2.0,12.65,4.0,126.0,116.54,98.0,1.0
2.0,2.0,10.0,1.0505799999999998,155.0,98.0,167.2,0.0,1.0,28.45,0.5,130.0,120.53,107.0,-1.0
1.0,1.0,1.0,0.0,1.0,1.0,15.0,0.0,1.0,61.86,1.0,132.0,122.23,18.0,-1.0
1.0,1.0,1.0,0.0,3.0,1.0,13.0,0.0,1.0,1.91,1.0,135.0,124.63,20.0,-1.0
1.0,1.0,1.0,0.0,3.0,2.0,492.0,0.0,2.0,0.19,13.0,138.0,126.6,103.0,-1.0
1.0,3.0,3.0,1.19819,8.0,8.0,236.0,1.0,1.0,7.2,4.33,139.0,127.59,104.0,-1.0
2.0,2.0,3.0,0.76944,30.0,55.0,217.67,1.0,2.0,7.89,5.67,143.0,130.66,130.0,-1.0
1.0,1.0,6.0,2.55538,47.0,11.0,4.67,0.0,1.0,10.12,0.67,146.0,133.36,17.0,-1.0
2.0,2.0,2.0,0.650022,2.0,10.0,51.0,0.0,1.0,17.26,3.5,147.0,134.36,33.0,-1.0
1.0,1.0,1.0,0.0,4.0,0.0,143.0,0.0,1.0,37.17,3.0,149.0,135.93,109.0,-1.0
2.0,2.0,3.0,0.33015700000000003,357.0,275.0,641.67,1.0,2.0,5.94,7.67,151.0,137.66,127.0,-1.0
2.0,2.0,2.0,0.23071,46.0,34.0,206.0,1.0,1.0,0.05,10.0,158.0,142.91,149.0,1.0
1.0,1.0,1.0,0.0,2.0,2.0,312.0,0.0,1.0,48.88,6.0,159.0,143.9,118.0,-1.0
2.0,4.0,5.0,1.98389,56.0,11.0,518.8,0.0,2.0,19.98,8.6,164.0,148.59,158.0,1.0
2.0,2.0,2.0,0.602431,21.0,13.0,176.5,1.0,1.0,17.22,10.5,165.0,149.47,160.0,-1.0
2.0,3.0,3.0,0.8638020000000001,39.0,49.0,174.33,0.0,1.0,37.71,10.67,174.0,155.9,176.0,1.0
2.0,2.0,3.0,1.49725,18.0,10.0,84.67,1.0,1.0,14.1,11.0,175.0,156.87,178.0,1.0
2.0,3.0,13.0,2.70023,298.0,41.0,525.31,0.0,2.0,5.74,4.92,177.0,158.85,182.0,1.0
1.0,1.0,1.0,0.0,6.0,0.0,142.0,0.0,1.0,0.18,31.0,184.0,165.09,51.0,-1.0
2.0,3.0,3.0,1.0958,19.0,3.0,311.33,1.0,1.0,1.77,14.0,185.0,166.09,193.0,1.0
2.0,2.0,2.0,0.63431,23.0,2.0,550.5,1.0,1.0,2.44,20.5,188.0,167.88,199.0,-1.0
2.0,2.0,2.0,0.396628,36.0,15.0,494.0,1.0,2.0,2.46,25.0,189.0,168.5,201.0,-1.0
