@relation hcommon-2-train4

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data

0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2,2,2,0,0,0,0,0,1,0.07,0.5,2,1.99,2,-1
3,8,12,2.93744,63,42,429.83,0,1,0.02,0.25,6,5.96,8,-1
1,2,3,0.368411,84,53,472.33,0,1,0.06,1,7,6.96,6,1
1,1,1,0,8,6,478,0,1,0.06,4,8,7.96,7,-1
1,1,1,0,0,1,276,0,1,0.05,3,12,11.89,4,-1
1,1,1,0,3,0,275,0,1,0.17,4,16,15.88,5,-1
1,1,1,0,1,1,331,0,1,0,8,26,25.78,9,-1
1,6,17,3.43073,97,18,122.24,0,1,3.77,0.59,30,29.71,20,1
1,1,1,0,30,2,434,1,1,2.1,4,34,33.69,24,1
1,1,1,0,29,5,260,0,1,3.91,3,37,36.61,27,1
1,1,1,0,3,6,333,0,1,1.05,11,38,37.6,12,-1
1,1,5,1.2847,109,0,288.2,0,1,5.95,0.8,40,39.19,28,1
1,1,2,0.485461,13,6,452.5,1,1,6.39,2.5,1,1,1,1
1,3,4,1.73088,60,123,309.5,0,2,5.48,1.5,42,41.08,30,1
1,1,1,0,5,6,208,0,1,6.32,4,46,45.05,33,-1
1,2,6,2.09371,114,64,275.33,0,2,2.19,1.67,47,45.95,34,1
1,1,1,0,26,4,381,0,1,8.18,4,48,46.19,35,1
1,1,1,0,36,0,0,0,0,0,0,53,50.44,3,-1
1,1,1,0,34,1,279,0,1,4.96,5,60,57.41,43,-1
1,1,1,0,4,1,144,0,1,0.86,6,62,59.28,8,-1
1,1,1,0,0,0,0,0,1,2.12,1,65,62.1,4,-1
1,2,6,1.18539,220,113,671.33,1,2,17.13,2.17,66,63.09,44,1
1,1,1,0,15,3,686,0,1,6.09,5,67,64.08,45,-1
1,1,1,0,13,1,698,0,1,0.72,6,2,1.91,2,1
1,1,1,0,6,0,291,0,1,32.02,2,0,0,0,1
1,1,4,0.768421,46,125,845.75,1,2,8.9,2.25,76,72.02,53,1
1,3,7,1.63934,155,84,606.43,0,2,10.68,2.57,79,74.83,55,1
1,1,2,0.774632,45,12,448.5,1,2,6,5.5,92,85.58,68,1
1,1,1,0,5,3,284,1,1,39.18,4,95,88.34,71,1
1,1,1,0,1,1,11,0,1,21.02,2,96,89.33,12,-1
1,3,7,2.3521,50,19,222.57,0,2,12.17,3.86,104,96.85,79,-1
1,3,4,1.50618,52,10,361.5,1,2,16.35,4.5,106,97.65,81,1
2,2,2,0.045542,598,0,76.5,0,1,0.4,5,1,0.94,1,1
1,1,1,0,25,12,896,1,1,7.16,9,120,111.06,93,1
1,1,1,0,1,1,787,0,2,22.71,6,123,113.56,96,-1
1,4,7,2.40062,31,8,320.29,0,2,12.65,4,126,116.54,98,1
2,2,10,1.05058,155,98,167.2,0,1,28.45,0.5,130,120.53,107,-1
1,1,1,0,1,1,15,0,1,61.86,1,132,122.23,18,-1
1,1,1,0,3,1,13,0,1,1.91,1,135,124.63,20,-1
1,1,1,0,3,2,492,0,2,0.19,13,138,126.6,103,-1
1,3,3,1.19819,8,8,236,1,1,7.2,4.33,139,127.59,104,-1
2,2,3,0.76944,30,55,217.67,1,2,7.89,5.67,143,130.66,130,-1
1,1,6,2.55538,47,11,4.67,0,1,10.12,0.67,146,133.36,17,-1
2,2,2,0.650022,2,10,51,0,1,17.26,3.5,147,134.36,33,-1
1,1,1,0,4,0,143,0,1,37.17,3,149,135.93,109,-1
2,2,3,0.330157,357,275,641.67,1,2,5.94,7.67,151,137.66,127,-1
2,2,2,0.23071,46,34,206,1,1,0.05,10,158,142.91,149,1
2,2,2,0.602431,21,13,176.5,1,1,17.22,10.5,165,149.47,160,-1
1,1,2,0.836641,15,15,309,0,1,1.68,0.5,173,154.92,130,1
2,3,3,0.863802,39,49,174.33,0,1,37.71,10.67,174,155.9,176,1
2,2,2,0.721928,11,4,138,1,1,7,15.5,176,157.86,180,1
2,3,13,2.70023,298,41,525.31,0,2,5.74,4.92,177,158.85,182,1
1,1,1,0,6,0,142,0,1,0.18,31,184,165.09,51,-1
2,3,3,1.0958,19,3,311.33,1,1,1.77,14,185,166.09,193,1
2,2,2,0.63431,23,2,550.5,1,1,2.44,20.5,188,167.88,199,-1
2,2,2,0.396628,36,15,494,1,2,2.46,25,189,168.5,201,-1
1,1,1,0,12,8,426,1,1,3.95,12,191,170.46,147,1
2,2,2,0.21358,108,10,555,1,1,4.15,24.5,192,171.43,206,1
1,1,1,0,1,1,1030,1,1,0.95,15,196,175.02,152,-1
3,6,7,1.52302,46,152,229.71,0,2,0.07,9.86,198,176.99,237,1
1,1,1,0,1,1,376,0,1,0.2,17,200,178.93,65,-1
2,3,6,1.82033,957,6,44,0,1,0.22,7.67,202,180.88,224,1
2,4,9,2.06376,66,59,461.11,1,3,4.45,10.56,203,181.6,226,1
0,0,0,0,0,0,0,0,0,0,0,207,185.11,0,-1
1,1,2,0.970951,2,3,300.5,0,1,1.01,32.5,208,186.11,70,-1
0,0,0,0,0,0,0,0,0,0,0,209,187.1,0,-1
2,2,2,0.970951,4,1,622,0,1,2.93,31,211,187.79,234,1
2,2,2,0.918296,6,0,247.5,0,1,5.9,28.5,212,188.78,236,1
4,8,11,1.40133,211,110,308.27,0,2,16.12,8.73,214,188.9,279,-1
2,2,3,0.516915,192,120,214,0,1,6.91,2,216,190.9,180,-1
1,1,1,0,1,1,234,0,1,0,54,218,192.89,77,-1
2,3,7,1.87464,75,43,204.71,0,1,13.21,10.29,219,193.89,246,1
2,2,3,1.53013,11,4,673.33,1,2,13.09,22.67,221,195.88,250,-1
2,2,12,3.16423,136,112,359.42,1,2,25.31,8.42,224,197.48,255,1
2,2,3,0.934856,107,24,640,1,2,4.34,30.33,235,204.48,274,1
3,5,15,3.20907,235,366,321.33,0,2,4.64,7.67,241,209.03,307,1
1,1,1,0,7,1,520,1,1,26.95,14,245,210.96,192,-1
2,4,11,2.3137,3132,2,71.55,0,1,1.08,8.55,248,213.53,297,-1
1,1,1,0,5,0,505,0,2,1,19,253,218.02,200,1
1,1,2,0.362051,188,44,272.5,1,1,6.01,5.5,254,219,201,1
2,2,2,0.764205,12,6,619,1,2,0.03,45,259,223.47,312,1
1,1,1,0,1,1,434,0,1,0.1,25,262,226.43,108,-1
1,1,2,0.863121,6,1,381.5,0,1,0.07,50,264,228.42,109,-1
2,5,34,4.14512,133,66,112.03,1,1,29.89,2.56,268,230.81,322,-1
0,0,0,0,0,0,0,0,0,0,0,273,235.77,0,-1
1,1,1,0,5,0,348,0,1,0.03,90,274,236.77,117,-1
2,2,2,0.787127,15,2,202.5,0,1,1.01,46,276,238.23,145,-1
2,2,2,0.985228,6,1,210,1,1,3.04,47,277,239.22,333,-1
2,2,3,1.52623,9,4,802.33,1,2,2.35,39.67,284,244.57,345,1
0,0,0,0,0,0,0,0,0,0,0,288,248.5,0,-1
2,3,3,1.2068,63,72,543,0,1,16,39.67,299,251.92,370,-1
2,4,5,1.81569,13,14,376,1,2,18.33,26.2,302,252.6,375,1
2,2,3,1.4567,36,11,546,0,2,14.59,44,308,258.57,385,1
1,1,1,0,4,3,445,1,1,0.13,17,309,259.52,242,1
2,3,10,2.14674,292,273,387.5,0,2,18.79,14.5,312,261.94,392,1
2,3,10,2.16327,274,293,388.9,0,2,0.77,14.7,315,264.47,397,-1
2,2,2,0.430552,28,6,418,0,1,0.86,62.5,316,265.46,399,1
3,3,5,0.495372,304,232,391.6,0,1,13.23,30,319,268.28,425,-1
2,3,10,2.20793,258,29,386.2,1,2,23.73,16.8,324,265.62,408,1
3,4,7,1.65234,188,14,355.71,0,2,6.94,23.57,331,271.91,453,1
2,3,4,1.49184,30,7,555.5,1,2,18.14,38.25,334,273.75,425,1
2,5,17,3.7339,120,16,424.76,0,2,16.24,11.41,335,274.75,427,1
1,1,1,0,6,5,1966,0,2,1,34,348,283.96,274,-1
2,2,2,0.970951,4,1,799.5,1,2,3.93,77.5,350,283.42,448,-1
3,4,7,1.96566,235,9,484.86,0,2,6.2,27.71,352,284.8,488,1
1,1,1,0,1,1,107,1,1,49.39,2,355,287.77,280,-1
2,3,10,2.20411,298,274,406.6,0,2,16.45,17.6,358,290.18,460,1
2,4,9,1.77744,980,15,201.44,0,1,50.54,17.22,361,293.14,465,1
1,1,1,0,8,3,568,0,1,5.49,1,368,296.48,290,1
1,1,1,0,1,1,152,0,1,17.5,2,369,297.47,291,-1
2,2,2,0.954434,8,0,568,0,1,0.04,87,377,304.79,491,1
1,3,9,2.21496,260,192,313.33,0,2,3.68,4.33,379,306.78,301,1
2,5,12,2.29756,618,59,265.83,0,1,33.29,16,383,310.14,502,1
2,2,3,0.969855,92,0,203,0,1,0.01,56.67,387,312.7,508,-1
1,1,1,0,1,1,35,0,1,17.47,1,388,313.63,310,-1
2,3,3,1.35999,13,6,300.33,1,1,4.06,58,392,314.8,513,1
2,2,2,0.970951,4,1,612.5,1,1,0.55,91.5,403,320.84,532,-1
2,2,8,1.92664,250,109,531.38,0,2,28.97,25,404,321.83,534,1
1,1,2,0.985228,4,3,582,0,1,13.42,104,414,322.68,219,-1
2,2,2,0.881291,4,6,680.5,1,1,4.92,105,423,326,567,-1
2,3,4,0.969584,155,0,348.75,0,2,7.26,54.5,426,328.31,573,1
2,2,2,0.985228,6,1,945,1,2,0.53,111,430,332.19,581,-1
3,5,6,1.24353,254,2,585.17,0,2,0.78,39.83,432,333.54,628,1
2,6,9,2.41685,695,101,337.67,0,1,4.68,24.11,433,334.54,587,1
