@relation camel-0-train1

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data

1,10,42,5.07492,2295,0,0,0,0,0,0,0,0,0,1
3,3,3,0.182606,170,2,143.33,0,1,0.06,0.67,4,4,2,-1
1,6,9,1.82259,477,24,34.56,0,1,0.05,0.56,0,0,0,1
2,2,2,0.116115,64,0,157,0,1,0.11,2,0,0,0,-1
1,3,7,2.33408,302,13,27.14,0,1,0.06,0.57,11,10.99,3,-1
2,4,18,3.35564,174,66,57.28,0,2,0.32,0.56,4,4,4,-1
3,8,9,2.34394,337,18,97.44,0,3,0.12,2,7,7,7,-1
2,4,5,1.94387,85,11,89.2,0,2,0.02,2.2,13,12.98,15,-1
1,1,1,0,7,3,72,0,1,0,3,14,13.98,6,-1
1,2,2,0.998636,15,8,117,0,2,0.01,2.5,15,14.98,7,-1
2,6,11,2.7028,199,108,84.27,0,2,0.19,1.45,8,7.99,9,-1
1,1,1,0,13,0,68,0,2,0.31,3,1,1,1,-1
2,6,10,2.53572,23,44,78.9,0,2,0.33,1.8,9,8.99,11,-1
2,10,23,3.73035,298,54,81.13,0,3,0.22,1.17,17,16.96,20,1
2,11,41,4.99222,165,111,84.02,0,3,0.31,0.8,19,18.96,23,-1
1,1,1,0,76,0,0,0,0,0,0,20,19.96,15,-1
1,1,2,0.986126,111,84,42,0,3,0.04,3,22,21.96,17,-1
2,7,16,3.34627,250,7,85.94,0,3,0.06,1.69,24,23.95,30,1
1,1,1,0,2,2,412,0,2,0,19,26,25.95,21,-1
2,8,10,2.3842,75,10,101.5,0,2,0.14,2.3,27,26.95,34,-1
1,1,1,0,118,118,156,0,1,0,2,16,15.97,2,-1
1,1,1,0,75,84,156,0,1,0.02,3,17,16.97,3,-1
1,1,3,1.48946,450,0,0,0,0,0,0,28,27.9,23,1
1,6,19,3.77649,700,67,98.68,0,3,0.46,1.84,29,28.89,24,-1
1,1,3,1.54858,8,5,54.67,0,2,1.05,4,31,30.88,26,-1
1,4,10,2.55858,189,61,158.5,0,2,0.1,3.2,33,32.88,28,-1
1,1,1,0,20,9,136,0,2,0.01,16,34,33.88,29,-1
2,14,32,4.61517,28,34,56.66,0,3,1.14,0.81,36,35.87,45,-1
1,1,1,0,1,0,0,0,0,0,0,39,38.86,1,-1
2,6,14,3.35516,480,67,56.71,0,2,0.41,2,19,18.92,20,-1
2,10,17,3.45247,1,1011,78.82,0,3,0.15,0.82,21,20.92,7,-1
0,0,0,0,0,0,0,0,0,0,0,24,23.92,0,-1
0,0,0,0,0,0,0,0,0,0,0,26,25.92,0,-1
1,6,5,2.11933,246,50,67.4,0,1,0.05,0.2,27,26.91,1,-1
2,6,13,2.75803,155,78,130.85,0,2,0.17,2.31,29,28.89,20,-1
1,6,11,3.06467,200,32,94.91,0,2,0.66,1.36,42,41.8,36,1
1,3,11,2.43545,66,92,85.45,0,2,0.63,2,48,47.79,21,-1
2,2,2,0.970951,20,10,110.5,0,1,0.08,3,50,49.78,63,-1
3,4,8,2.25742,311,3,72.13,0,3,0.43,2.25,53,52.78,31,-1
2,4,8,2.58382,335,0,42.5,0,3,0,1.25,54,53.77,6,1
1,1,2,0.982859,22,4,52.5,0,1,0.02,0.5,6,5.98,2,-1
2,6,8,2.15064,706,0,31.38,0,2,0.14,1.38,57,56.75,44,1
1,1,1,0,2,1,26,0,1,0,1,58,57.75,1,-1
1,1,7,2.65602,105,416,59.43,0,1,0.05,0.29,7,6.98,3,-1
2,5,5,1.93278,98,12,156.4,0,2,0.22,4.8,33,32.85,27,-1
7,7,7,1.18463,85,22,111.71,0,4,0.15,2.43,59,58.74,92,-1
1,1,1,0,1,0,404,0,3,0.01,13,61,60.74,9,-1
1,1,1,0,79,57,191,0,1,0.02,8,35,34.84,9,-1
4,5,6,1.61045,95,6,156,0,3,0.14,3,67,66.62,42,-1
2,5,12,3.29139,498,84,54.25,0,4,0.51,2.42,71,70.58,55,1
2,3,3,1.40069,75,17,152.67,0,2,0.02,3.67,72,71.58,57,-1
1,1,1,0,2,1,284,0,2,0,11,73,72.58,52,-1
2,8,17,3.29692,369,172,83,0,4,3.13,2.24,74,73.03,60,-1
1,1,2,0.970951,3,2,89,0,2,4.1,12,76,75.03,54,-1
1,3,13,2.93776,145,77,79.92,0,3,0.94,1,78,77.01,9,-1
1,1,1,0,0,27,133,0,1,3.11,4,79,78.01,56,-1
7,19,66,5.39252,1569,411,74.33,0,4,3.28,1.14,80,78.84,114,1
1,1,2,0.696212,10,6,79.5,0,2,0,3.5,81,79.84,11,-1
