3.0,4.0,6.0,1.89782,18.0,34.0,290.0,0.0,1.0,2.87,0.83,9.0,8.89,13.0,1.0
1.0,7.0,12.0,3.20269,57.0,36.0,83.0,0.0,1.0,1.47,0.33,17.0,16.84,12.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,278.0,0.0,1.0,0.87,5.0,19.0,18.84,6.0,0.0
1.0,1.0,1.0,0.0,182.0,4.0,16.0,0.0,1.0,0.14,1.0,22.0,21.84,15.0,0.0
3.0,5.0,7.0,2.03578,394.0,4.0,71.71,0.0,1.0,0.85,1.43,24.0,23.78,28.0,1.0
3.0,3.0,3.0,0.753828,38.0,24.0,183.0,0.0,1.0,0.34,4.0,28.0,27.77,33.0,0.0
2.0,3.0,3.0,0.0,9.0,7.0,185.67,0.0,1.0,2.24,4.0,31.0,30.7,32.0,0.0
1.0,2.0,3.0,1.0032,43.0,8.0,176.67,0.0,1.0,1.32,2.67,32.0,31.7,22.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,315.0,0.0,1.0,0.21,7.0,35.0,34.68,25.0,0.0
1.0,1.0,1.0,0.0,9.0,2.0,315.0,0.0,1.0,0.01,8.0,36.0,35.68,26.0,0.0
2.0,3.0,3.0,1.46184,17.0,2.0,364.0,0.0,2.0,4.76,2.67,44.0,43.07,38.0,0.0
1.0,1.0,1.0,0.0,3.0,2.0,249.0,1.0,1.0,19.36,2.0,49.0,47.16,36.0,0.0
1.0,1.0,2.0,0.684038,6.0,5.0,269.0,1.0,2.0,15.08,3.0,51.0,48.95,38.0,0.0
1.0,1.0,6.0,2.41323,28.0,28.0,56.0,0.0,1.0,19.08,1.0,56.0,53.41,6.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,207.0,0.0,1.0,12.89,5.0,58.0,55.41,41.0,0.0
2.0,2.0,4.0,1.80674,32.0,14.0,84.5,0.0,1.0,1.21,2.5,64.0,61.12,20.0,0.0
1.0,1.0,2.0,0.964079,13.0,5.0,578.0,0.0,2.0,0.55,6.0,68.0,64.93,46.0,0.0
1.0,1.0,1.0,0.0,27.0,5.0,864.0,0.0,2.0,1.9,6.0,3.0,2.9,3.0,0.0
1.0,1.0,1.0,0.0,2.0,2.0,35.0,0.0,1.0,26.93,3.0,70.0,66.43,48.0,0.0
1.0,1.0,1.0,0.0,5.0,0.0,875.0,0.0,1.0,3.84,7.0,71.0,67.43,49.0,1.0
1.0,1.0,1.0,0.0,15.0,26.0,514.0,0.0,2.0,3.96,7.0,72.0,68.41,50.0,1.0
1.0,1.0,8.0,2.52641,29.0,29.0,185.88,0.0,1.0,32.05,0.25,77.0,72.83,5.0,0.0
1.0,1.0,2.0,1.0,2.0,2.0,34.5,0.0,1.0,34.63,1.0,78.0,73.83,54.0,0.0
1.0,1.0,1.0,0.0,10.0,0.0,10.0,0.0,1.0,0.06,1.0,82.0,77.07,58.0,0.0
1.0,1.0,2.0,0.676942,25.0,3.0,437.5,0.0,2.0,7.82,5.0,84.0,78.89,60.0,1.0
1.0,2.0,4.0,1.22441,208.0,18.0,122.5,0.0,1.0,30.1,0.5,87.0,81.64,63.0,0.0
1.0,1.0,1.0,0.0,7.0,10.0,886.0,0.0,1.0,14.98,4.0,94.0,87.34,70.0,0.0
1.0,7.0,16.0,3.21605,454.0,28.0,236.88,1.0,2.0,16.01,2.38,102.0,94.89,77.0,1.0
1.0,2.0,2.0,0.77935,56.0,22.0,499.5,1.0,1.0,8.55,5.5,103.0,95.88,78.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,152.0,0.0,1.0,25.98,8.0,107.0,98.65,14.0,0.0
1.0,1.0,1.0,0.0,4.0,6.0,881.0,1.0,2.0,7.02,12.0,113.0,104.12,86.0,0.0
1.0,1.0,1.0,0.0,10.0,6.0,339.0,1.0,2.0,0.87,8.0,114.0,105.12,87.0,0.0
1.0,2.0,2.0,0.790501,52.0,7.0,139.0,1.0,1.0,49.04,2.5,115.0,106.11,88.0,1.0
1.0,1.0,1.0,0.0,22.0,60.0,879.0,1.0,2.0,0.16,13.0,119.0,110.08,92.0,1.0
1.0,1.0,1.0,0.0,2.0,2.0,1339.0,1.0,2.0,20.97,9.0,121.0,112.06,94.0,0.0
1.0,1.0,1.0,0.0,6.0,1.0,841.0,0.0,2.0,1.82,14.0,124.0,114.56,97.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,60.82,1.0,125.0,115.55,15.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,119.54,0.0,0.0
