@relation tuscany-1-train1

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data

0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,4,4,0,-1
1,1,1,0,1,1,34,0,1,0.97,1,18,17.8,1,-1
1,1,3,0.247917,4883,0,0,0,0,0,0,5,4.99,5,-1
1,1,2,0.253878,140,1,38.5,0,1,3.97,0.5,6,5.86,6,-1
1,1,2,0.956457,62,28,15.5,0,2,0.12,1.5,10,9.86,10,-1
1,1,1,0,18,0,112,0,2,0.02,3,23,22.32,23,-1
1,1,1,0,1,1,12,0,1,3.97,1,31,29.4,31,-1
1,5,22,3.09905,103,163,79.91,0,2,10.49,0.91,36,34.25,36,1
1,2,3,1.1467,90,1,197.67,0,2,18.86,2.33,43,40.56,43,1
1,3,22,3.67118,1,8569,397.27,0,2,35.4,0.27,58,53.73,46,-1
1,1,5,0.922816,106,14,194.8,0,2,21.8,2,64,59.42,50,-1
1,1,1,0,2,2,245,0,2,60.76,2,66,61.42,52,-1
1,1,1,0,52,0,0,0,0,0,0,68,63.42,54,-1
1,1,2,0.936081,87,1,82.5,0,2,44.9,1.5,76,67.95,58,-1
1,2,3,1.20049,72,89,177.67,0,2,52.7,1.33,77,68.91,59,1
1,1,1,0,0,15,241,0,2,16.39,9,78,69.53,60,-1
1,3,22,3.31679,141,194,111.59,0,2,58.63,0.82,80,71.06,62,1
1,1,3,1.34458,12,38,167.67,0,2,2.34,3.67,86,75.83,68,1
1,1,1,0,126,0,254,0,2,67.84,2,88,77.47,70,-1
1,1,12,2.88215,192,407,160.17,0,2,57.25,1.17,91,79.62,73,-1
1,1,1,0,1,1,9,0,1,0.11,1,98,86.42,80,-1
1,1,3,1.44667,26,9,156.33,1,2,17.76,6.67,104,89.58,86,-1
1,1,1,0,0,1,35,0,2,4.23,2,71,64.61,5,1
1,9,49,5.61313,715,76,129.73,0,2,74.93,0.53,92,85.14,2,-1
1,3,4,1.66076,44,12,111.5,0,3,49.6,4.25,114,95.9,87,-1
1,1,2,0.985228,18,17,382,0,2,18.75,6,120,101,93,-1
1,9,50,3.76537,451,566,191.82,0,3,43.02,1.46,123,102.07,96,1
1,10,56,4.95191,443,1137,188.3,0,3,50.75,1.09,124,101.43,97,1
1,2,4,1.69224,398,0,0,0,0,0,0,125,102.43,98,1
1,5,17,3.56072,141,121,87.41,0,3,27.47,1.29,129,105.25,100,1
1,1,1,0,2,2,102,0,2,0.43,7,137,111.47,106,-1
1,2,6,2.34374,24,23,82.33,0,3,10.23,3.5,139,112.57,108,-1
1,4,20,3.85007,75,85,149.95,0,2,0.23,2.1,144,115.48,112,-1
1,1,1,0,0,6,29,0,1,0.02,1,149,119.64,115,-1
1,5,9,2.55639,49,21,69,0,3,8.41,2.67,152,121.11,118,-1
1,2,3,1.33934,62,86,155,1,2,18.42,7.33,156,124.8,120,-1
1,1,1,0,34,5,34,0,3,1.23,5,442,364.31,30,-1
2,2,2,0.994985,11,13,95.5,0,4,0.62,9,443,365.31,39,-1
1,7,21,3.76712,258,176,124.71,0,4,31.23,3.29,157,124.08,121,-1
1,2,2,0.998439,85,1,158,0,2,28.99,5,162,124.8,125,1
1,3,7,2.00494,15,15,119.43,1,3,1.82,3.43,164,124.9,127,-1
1,2,4,1.95425,5,12,59.25,0,3,41.92,5,167,126.31,130,-1
1,3,3,1.09496,176,220,138.33,0,2,14.55,8,1,1,1,1
1,4,11,2.82742,695,273,64.64,0,3,5.2,1.36,170,125.11,133,-1
2,2,2,0.890492,82,48,91.5,0,4,33.12,11,560,433.65,59,-1
1,1,2,0.872162,30,11,162,1,3,13.83,5,7,6.79,7,-1
1,2,4,1.79456,60,50,139.5,1,3,14.5,4.25,9,8.79,9,1
1,1,1,0,12,10,239,1,1,35.91,6,10,9.79,10,-1
1,2,3,0.975884,19,70,108,0,2,29.15,4.67,12,11.76,12,-1
1,1,2,0.721928,2,13,80.5,0,3,22.87,3.5,17,16.76,17,-1
2,5,9,2.55411,678,0,12.89,0,3,0,1.11,597,450.18,57,-1
1,2,2,0.246023,17,32,75,0,1,4.87,0.5,23,22.21,1,-1
1,1,1,0,15,64,810,0,1,4.99,1,173,120.32,28,-1
1,1,2,0.755375,36,10,8,0,1,2.51,0.5,174,121.32,1,-1
1,1,1,0,1,1,65,0,2,2.87,2,25,24.02,0,-1
0,0,0,0,0,0,0,0,0,0,0,637,479.24,0,-1
2,2,2,0.9629,20,11,369,0,3,5.13,3,176,121.48,32,-1
1,2,2,0.675864,19,127,369.5,0,3,2.1,3,178,123.46,31,-1
1,1,1,0,1,2,138,0,4,29.04,6,34,31.26,27,-1
1,1,2,0.439497,21,1,165,0,2,28.66,1,190,130.41,40,-1
1,2,2,1,48,0,175,0,3,16.48,8,191,131.21,137,-1
1,1,1,0,1,1,159,1,3,0.81,15,36,32.87,29,-1
1,2,3,1.24905,78,9,163.33,0,3,32.13,9,41,36.09,34,1
1,2,2,0.997503,15,2,187.5,0,3,30.04,7.5,44,38.59,37,-1
0,0,0,0,0,0,0,0,0,0,0,46,40.22,0,-1
1,1,2,0.572808,170,29,250,0,3,39.34,9,5,4.75,1,-1
1,2,2,0.304587,91,1,54.5,0,3,62.45,5.5,195,115.99,140,-1
1,1,1,0,1,0,36,0,4,65.95,5,15,13.55,4,-1
1,6,6,1.50908,404,7,193.17,0,5,49.36,7.33,78,71.54,10,-1
1,2,5,1.48817,479,0,0,0,0,0,0,147,135.53,5,-1
1,1,1,0,4,1,49,0,1,0.01,1,148,136.53,6,-1
1,7,20,3.44434,2839,0,0,0,0,0,0,193,169.56,40,1
1,2,3,1.04516,1,233,149.33,0,1,2.05,0.67,206,181.46,48,-1
1,1,1,0,26,9,124,0,5,33.47,16,211,185.66,9,-1
1,1,2,0.970951,5,0,191.5,0,1,2.45,1.5,212,186.58,50,-1
1,1,1,0,1,0,37,0,4,45.85,7,229,198.98,61,-1
1,3,8,1.1561,116,22,110.38,0,6,165.21,3.75,230,199.7,18,-1
2,2,2,1,38,0,65,0,2,15.65,1,2,1.86,2,-1
1,6,25,3.17619,23,183,154.36,1,5,154.09,2.8,247,209.13,21,-1
1,1,5,1.64269,112,42,150.4,0,1,28.07,0.8,248,210.12,67,-1
1,1,1,0,2,4,177,0,1,1.47,1,271,227.3,16,-1
1,3,6,1.22246,54,6,22.83,0,1,1.41,0.5,275,230.96,20,-1
1,2,3,1.04147,4,29,108.33,0,1,19.33,0.33,278,233.77,76,-1
1,2,2,0.997503,7,10,666,0,5,19.83,5,292,246.35,79,-1
1,3,3,1.47658,61,8,17.33,0,1,2.02,0.67,305,259,86,-1
1,1,1,0,38,0,0,0,0,0,0,6,5.53,4,-1
1,2,2,0.53899,133,21,50.5,0,2,72.18,1,7,6.53,5,-1
1,1,1,0,1,1,125,1,4,24.07,9,320,268.65,39,-1
1,2,2,0.485461,4,15,380,0,2,8.03,3,325,273.08,97,-1
3,9,9,3.16992,9,9,351.11,0,1,7.99,0.33,334,281.74,181,-1
3,9,9,3.16992,9,9,351,0,1,7.99,0.22,335,282.74,184,-1
1,1,1,0,15,15,137,1,4,257.18,7,354,296.12,44,-1
1,1,1,0,167,0,0,0,0,0,0,387,323.44,48,-1
1,2,2,0.468996,10,10,89,0,4,41.65,7.5,416,338.6,49,-1
1,2,2,0.468996,10,10,89,0,2,41.19,4.5,417,339.6,50,-1
1,1,1,0,1,1,253,0,7,13.6,31,469,378.36,53,-1
1,6,10,3.04252,13,439,145.1,0,5,0.32,3.3,15,12.95,7,-1
1,3,4,1.84662,590,0,0,0,0,0,0,498,397.73,59,-1
1,1,1,0,0,3,97,0,2,68.08,3,500,399.72,146,-1
3,9,9,3.16977,107,90,351.11,0,1,47.78,0.44,564,452.59,286,-1
1,3,3,1.08746,362,656,283,0,1,11.69,0.33,567,455.48,162,-1
1,3,3,1.08746,362,656,283,0,2,13.06,2.33,568,456.48,163,-1
3,9,9,3.16992,9,9,353,0,1,0.12,0.22,569,457.47,293,-1
3,9,9,3.16992,9,9,353,0,1,0.12,0.56,570,458.47,296,-1
1,3,3,1.33026,113,59,168,0,2,27.23,1,576,464.28,66,-1
2,6,6,2.51265,104,18,123.33,0,7,22.25,6.67,586,470.24,241,-1
0,0,0,0,0,0,0,0,0,0,0,593,465.49,0,-1
1,5,6,2.33037,117,9,273.67,0,6,146.66,7.83,17,13.86,8,-1
0,0,0,0,0,0,0,0,0,0,0,597,463.71,0,-1
1,1,1,0,55,1,94,0,3,377.48,7,602,463.38,74,-1
1,1,1,0,9,2,83,0,1,0.03,1,637,480.33,78,-1
1,3,5,0,0,0,0,0,1,0.01,0.4,6,5.77,3,-1
2,5,15,3.5574,1272,0,10.47,0,5,8.85,1.4,11,10.47,0,-1
1,1,1,0,144,50,794,1,6,190.63,33,967,626.12,80,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
7,20,22,4.36371,26,26,125.41,0,9,265.51,3.64,1042,638.88,540,-1
1,1,1,0,1,1,201,0,1,331.7,3,1119,654.7,272,-1
1,2,9,2.23448,268,192,180.89,0,7,556.52,3.22,1268,648.08,83,-1
0,0,0,0,0,0,0,0,0,0,0,1895,911.15,0,-1
1,1,1,0,4,5,160,0,7,454.51,29,1897,913.1,69,-1
1,1,1,0,7,3,945,0,6,637.03,37,1,1,1,-1
0,0,0,0,0,0,0,0,0,0,0,10,9.87,0,-1
2,8,16,3.90727,0,279,17.44,0,1,0.19,0.19,11,10.86,9,-1
0,0,0,0,0,0,0,0,0,0,0,5,5,0,-1
